site,population,variant,region,parameter,committed,with_anonymous,pct_change,n_users_baseline,n_users_variant,n_sessions_baseline,n_sessions_variant
caltech,acn_caltech_baseline,forced,regular_charger,arrival.sigma2,3.1258595159811904,3.182987264008794,1.827585268484841,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,arrival.w1,0.43739286307877917,0.455262165274544,4.0854123841856955,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,copula.rho_gaussian,-0.39455663839432986,-0.4542276063749416,-15.12354936504073,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,copula.rho_spearman,-0.3792615829607139,-0.43757361990775656,-15.375149914164382,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,dwell.k,1.6636666943490575,1.4332232082575023,-13.851541710505947,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,dwell.lambda,7.179002863627964,6.556335409098061,-8.673453212905303,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,soc_arrival.alpha,3.676509761770005,3.684995172400928,0.2308007099330456,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,soc_arrival.beta,5.469284703118334,5.5175803257417675,0.8830336185625388,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,soc_depart.alpha,1.0417799942251469,1.0469812602687198,0.49926722267704404,266,2379,13395,15508
caltech,acn_caltech_baseline,forced,regular_charger,soc_depart.beta,0.5026826453901975,0.6197985631251148,23.298182025760696,266,2379,13395,15508
jpl,acn_jpl_baseline,forced,rare_consistent,arrival.mu1,7.602282483644802,7.60133700536738,-0.012436768555442672,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,arrival.mu2,13.000008934325464,12.903902477598473,-0.739279928287048,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,arrival.sigma1,0.9595432547797277,0.9621239166114012,0.2689468993522244,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,arrival.sigma2,3.018727763925945,3.0083465537066822,-0.3438935548716578,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,arrival.w1,0.4924521711240168,0.47933859179231797,-2.6629143093769323,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,copula.rho_gaussian,-0.6273082710078218,-0.6241677788851748,0.5006297968304391,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,copula.rho_spearman,-0.6093194764107155,-0.6061620103585706,0.5181954909343046,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,dwell.k,1.6626537653510574,1.652638113821335,-0.6023894895283594,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,dwell.lambda,6.620706957641653,6.5466487606692745,-1.118584426802042,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,soc_arrival.alpha,3.621160291958543,3.5868397721882563,-0.947776872691926,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,soc_arrival.beta,5.466013747721587,5.429505845929668,-0.6679072442350964,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,soc_depart.alpha,0.9699838625388367,0.9524758835408133,-1.8049763170490358,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,rare_consistent,soc_depart.beta,0.31584623718102306,0.32037670260793344,1.4343895521268482,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,arrival.mu1,6.7172571940056525,6.725399895372116,0.12122062817142502,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,arrival.mu2,12.927894553586102,12.86914044531957,-0.4544754601996209,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,arrival.sigma1,0.8274907704725524,0.8229765566055097,-0.5455304189634324,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,arrival.sigma2,3.342097039331207,3.332736321352851,-0.28008516414080853,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,arrival.w1,0.6644135641138333,0.655432773343437,-1.3516868491952858,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,copula.rho_gaussian,-0.5864877949094701,-0.5899661738473836,-0.5930863298613731,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,copula.rho_spearman,-0.5684087869918644,-0.5718841064234506,-0.6114119822070819,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,dwell.k,2.2022909989057657,2.158739173092395,-1.977569078519149,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,dwell.lambda,8.063627714800269,7.989117696157108,-0.9240260249912399,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,soc_arrival.alpha,3.8011872418280896,3.789608373357468,-0.30461189449465664,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,soc_arrival.beta,5.687835611994412,5.67934406206203,-0.1492931672370367,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,soc_depart.alpha,1.1319339312475325,1.0873075022654235,-3.9424941465377845,379,1254,27799,28674
jpl,acn_jpl_baseline,forced,regular_charger,soc_depart.beta,0.3610260127376472,0.3733442938203771,3.4120203664331115,379,1254,27799,28674
office001,acn_office001_baseline,literal,rare_consistent,arrival.mu1,8.891170860479807,8.595304146876497,-3.327646248689272,14,14,580,1667
office001,acn_office001_baseline,literal,rare_consistent,arrival.mu2,12.093676662513227,12.195814255621784,0.8445536949499634,14,14,580,1667
office001,acn_office001_baseline,literal,rare_consistent,arrival.sigma1,0.8977059880252566,0.9042970493074884,0.7342115759671664,14,14,580,1667
office001,acn_office001_baseline,literal,rare_consistent,arrival.sigma2,2.255325442540467,2.1959155829965664,-2.634203402457939,14,14,580,1667
office001,acn_office001_baseline,literal,rare_consistent,arrival.w1,0.45696825934312346,0.36757369680185425,-19.56253212636057,14,14,580,1667
office001,acn_office001_baseline,forced,rare_consistent,arrival.mu1,8.891170860479807,8.595304146876497,-3.327646248689272,14,1101,580,1667
office001,acn_office001_baseline,forced,rare_consistent,arrival.mu2,12.093676662513227,12.195814255621784,0.8445536949499634,14,1101,580,1667
office001,acn_office001_baseline,forced,rare_consistent,arrival.sigma1,0.8977059880252566,0.9042970493074884,0.7342115759671664,14,1101,580,1667
office001,acn_office001_baseline,forced,rare_consistent,arrival.sigma2,2.255325442540467,2.1959155829965664,-2.634203402457939,14,1101,580,1667
office001,acn_office001_baseline,forced,rare_consistent,arrival.w1,0.45696825934312346,0.36757369680185425,-19.56253212636057,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,arrival.mu1,8.817344078805656,8.622902655350241,-2.205215331482811,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,arrival.mu2,10.771938344695432,12.014631126673306,11.536389665559403,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,arrival.sigma1,0.49462723046090973,0.8902263268952961,79.9792393285251,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,arrival.sigma2,1.6031377198254178,2.1368616996411722,33.29245973164908,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,arrival.w1,0.35026594703906133,0.3638233710494748,3.8706086403830677,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,copula.rho_gaussian,-0.6754016703686238,-0.4682241647887802,30.674710275260242,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,copula.rho_spearman,-0.6578952762281177,-0.4513096286785078,31.400992682911234,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,dwell.k,2.316023133426543,1.9404720872501486,-16.215340890000903,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,dwell.lambda,8.030391414375496,6.907387545498825,-13.984422563342813,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,soc_arrival.alpha,3.7215709001914137,3.784515396524388,1.6913421246317437,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,soc_arrival.beta,5.576320462272816,5.674092213658122,1.753338102549717,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,soc_depart.alpha,1.0619525857077865,1.0701837236073013,0.7750946709196795,14,1101,580,1667
office001,acn_office001_baseline,forced,regular_charger,soc_depart.beta,0.27132678906490637,0.37902048177843134,39.691507456627384,14,1101,580,1667
