building,month,metric,label,n_episodes,mean,sd,cv,p5,p50,p95,range_p5_p95,rel_range
b1,AUG2024,pv_capacity_factor,PV capacity factor,200,0.23812375692556942,0.02077677602664647,0.08725200834598242,0.2032066640804453,0.23875450613906612,0.2716355211397053,0.06842885705926,0.2873667791183425
b1,AUG2024,net_peak_kw,net peak (kW),200,407.10130739011095,30.782922111701023,0.07561489376943421,368.25322093520344,399.75064170871406,461.4390661977299,93.18584526252647,0.2289008744774915
b1,AUG2024,net_min_kw,"net min (kW, <0 export)",200,-167.24551929658344,39.60792256228044,0.23682501467822326,-218.46926271659618,-171.3654250438592,-87.61314128039032,130.85612143620585,0.7824192958147551
b1,AUG2024,wx_mean_temp_c,mean dry-bulb (degC),200,19.541453161290324,5.116111727137982,0.2618081513647353,12.011020161290322,19.511895161290322,27.344835161290316,15.333814999999994,0.784681408973963
b1,AUG2024,wx_mean_ghi,mean GHI (W/m2),200,297.15525459610217,28.173346090516805,0.0948101898073801,251.30066436827957,296.9243001344086,344.6248753091398,93.32421094086021,0.3140587605213573
b1,AUG2024,n_sessions,EV sessions,200,398.665,33.24271598153715,0.08338508768398818,345.8,396.5,454.04999999999995,108.24999999999994,0.271531235498476
b1,AUG2024,ev_energy_mwh,EV energy (MWh),200,5.17412773153129,0.4605408670306531,0.08900840700628691,4.395763482696379,5.1655578758510226,5.907522308939263,1.5117588262428834,0.29217655703205386
b1,AUG2024,arr_hour_mean,mean arrival hour,200,8.596029094106864,0.15419739876695895,0.017938212758338762,8.3622191056259,8.577665054667788,8.863340729783037,0.5011216241571361,0.05829687390200756
b1,AUG2024,dwell_h_mean,mean dwell (h),200,7.014069016017827,0.14383611382805173,0.020506800474813885,6.798952635856711,7.02888247592944,7.211116265228959,0.41216362937224815,0.058762414289195326
b1,AUG2024,req_soc_mean,mean required SoC (%),200,56.43866076718136,3.134083267639584,0.055530787319142565,51.355486002187135,56.31332876296354,61.69122769769476,10.335741695507622,0.18313229894210697
b1,AUG2024,peak_concurrency,peak concurrent EVs,200,18.34,1.560955769576084,0.08511209212519542,16.0,18.0,21.0,5.0,0.27262813522355506
b1,DEC2024,bl_peak_kw,building peak (kW),200,600.0,4.264446437309406e-14,7.10741072884901e-17,599.9999999999999,600.0,600.0000000000001,2.2737367544323206e-13,3.789561257387201e-16
b1,DEC2024,bl_mean_kw,building mean (kW),200,400.74375480331116,13.350232308378443,0.03331363782557476,374.73116476308854,401.91592838572444,419.3251769174767,44.59401215438817,0.11127812129293277
b1,DEC2024,bl_energy_mwh,building energy (MWh),200,298.15335357366354,9.93257283743356,0.03331363782557475,278.7999865837379,299.025450718979,311.9779316266027,33.17794504286479,0.11127812129293274
b1,DEC2024,bl_load_factor,load factor,200,0.6679062580055186,0.022250387180630736,0.033313637825574755,0.6245519412718142,0.6698598806428742,0.6988752948624612,0.07432335359064701,0.11127812129293287
b1,DEC2024,pv_energy_mwh,PV energy (MWh),200,43.89715432536867,4.035960323597171,0.09194127468223477,37.23966608602349,44.00090232105828,50.6386209371338,13.398954851110311,0.3052351583384279
b1,DEC2024,pv_capacity_factor,PV capacity factor,200,0.09833591918765382,0.009041129757162121,0.09194127468223479,0.08342219105292,0.09856832957226316,0.11343777091651838,0.030015579863598388,0.3052351583384281
b1,DEC2024,net_peak_kw,net peak (kW),200,599.2860530771604,3.263032034446269,0.005444865632516465,596.1404043542888,600.0,600.0000000000001,3.8595956457113516,0.006440322823956014
b1,DEC2024,net_min_kw,"net min (kW, <0 export)",200,1.1179029286957507,29.74250757557437,26.605626313435586,-44.53740934789405,0.5526029272178334,53.44692817842422,97.98433752631827,87.65013044615233
b1,DEC2024,wx_mean_temp_c,mean dry-bulb (degC),200,9.35314670967742,5.116111727137983,0.546993636039569,1.8227137096774193,9.32358870967742,17.15652870967742,15.333815000000001,1.6394284700072719
b1,DEC2024,wx_mean_ghi,mean GHI (W/m2),200,97.9024369825269,9.282148632918442,0.09481018980738008,82.79492647849463,97.82634543010754,113.54204448924732,30.747118010752686,0.3140587605213573
b1,DEC2024,n_sessions,EV sessions,200,399.105,33.73401687425264,0.0845241650048299,346.0,399.5,454.0,108.0,0.27060547976096516
b1,DEC2024,ev_energy_mwh,EV energy (MWh),200,5.184341341965371,0.5062350236735654,0.09764693145796086,4.372845077393685,5.175256712055605,6.054023901624649,1.6811788242309635,0.32428011840625304
b1,DEC2024,arr_hour_mean,mean arrival hour,200,8.598341298308876,0.17014640120244892,0.019788281867331014,8.319589001456588,8.586381550138666,8.892585013804913,0.5729960123483249,0.06664029636286034
b1,DEC2024,dwell_h_mean,mean dwell (h),200,7.017351687970825,0.16758240641688332,0.023881146886816834,6.751263260559429,7.002149733835168,7.290528707603635,0.5392654470442064,0.07684743062950908
b1,DEC2024,req_soc_mean,mean required SoC (%),200,56.314851209385395,3.25147078448681,0.05773735905644943,50.988344036914896,56.06567808809521,62.13451063026294,11.146166593348042,0.1979258819650478
b1,DEC2024,peak_concurrency,peak concurrent EVs,200,18.43,1.5088016476861037,0.08186661137743373,16.0,19.0,21.0,5.0,0.27129679869777534
b1,FEB2024,bl_peak_kw,building peak (kW),200,600.0,4.558885003617302e-14,7.598141672695502e-17,599.9999999999999,600.0,600.0,1.1368683772161603e-13,1.8947806286936006e-16
b1,FEB2024,bl_mean_kw,building mean (kW),200,303.08490654331524,18.15607931335393,0.05990426748868526,279.30114547852645,301.3187808367626,332.8993707951299,53.598225316603475,0.1768422780530099
b1,FEB2024,bl_energy_mwh,building energy (MWh),200,210.9470949541474,12.636631202094337,0.05990426748868528,194.3935972530544,209.71787146238674,231.69796207341042,37.30436482035603,0.17684227805300998
b1,FEB2024,bl_load_factor,load factor,200,0.5051415109055254,0.030260132188923223,0.05990426748868528,0.46550190913087736,0.5021979680612709,0.55483228465855,0.08933037552767259,0.17684227805301017
b1,FEB2024,pv_energy_mwh,PV energy (MWh),200,60.100648038051325,5.441127530299908,0.09053359169862835,51.09820331430027,60.260065301805696,69.11715390732756,18.01895059302729,0.299812916852727
b1,FEB2024,pv_capacity_factor,PV capacity factor,200,0.1439191763363298,0.013029519948036175,0.09053359169862833,0.12236159797485698,0.14430092265758068,0.165510426023294,0.04314882804843702,0.2998129168527271
b1,FEB2024,net_peak_kw,net peak (kW),200,551.2406518450749,14.60155241484183,0.026488526138209356,526.4881986295035,554.4575380115434,571.4975604655315,45.009361836028006,0.08165102063023791
b1,FEB2024,net_min_kw,"net min (kW, <0 export)",200,-192.50330841386508,37.00920469242491,0.19225230463498524,-252.38024714630473,-194.14953461671305,-130.2836825651816,122.09656458112312,0.634256967254954
b1,FEB2024,wx_mean_temp_c,mean dry-bulb (degC),200,10.240693057471265,5.116111727137983,0.4995864731445534,2.7102600574712645,10.211135057471264,18.04407505747126,15.333814999999996,1.4973415289322591
b1,FEB2024,wx_mean_ghi,mean GHI (W/m2),200,153.53901075071838,14.557062752112985,0.09481018980738011,129.846115158046,153.41967744252872,178.06638656609198,48.22027140804599,0.31405876052135745
b1,FEB2024,n_sessions,EV sessions,200,380.485,31.07342212911334,0.08166792942984175,329.0,379.5,430.04999999999995,101.04999999999995,0.26558208602178784
b1,FEB2024,ev_energy_mwh,EV energy (MWh),200,4.924414754015395,0.4658262510359893,0.09459525127450974,4.198285177121382,4.931991100289278,5.69670661628847,1.498421439167088,0.3042841665489827
b1,FEB2024,arr_hour_mean,mean arrival hour,200,8.59556038411246,0.15687159857478408,0.018250304990554952,8.345903890160184,8.592021617516947,8.870540071199096,0.5246361810389129,0.06103571583402755
b1,FEB2024,dwell_h_mean,mean dwell (h),200,7.02204876509825,0.16659736277762774,0.023724894023189936,6.752900612619336,7.027546727360508,7.2945096932158675,0.5416090805965315,0.077129780597437
b1,FEB2024,req_soc_mean,mean required SoC (%),200,56.75773021941599,3.4961032688237874,0.06159695349529361,51.53171221575472,56.53924590221645,63.23573699934385,11.704024783589126,0.20621023318485965
b1,FEB2024,peak_concurrency,peak concurrent EVs,200,18.405,1.5371366057457674,0.08351733799216339,16.0,18.0,21.0,5.0,0.2716653083401249
b1,JAN2024,bl_peak_kw,building peak (kW),200,600.0,4.6295696064632385e-14,7.715949344105398e-17,600.0,600.0,600.0000000000001,1.1368683772161603e-13,1.8947806286936006e-16
b1,JAN2024,bl_mean_kw,building mean (kW),200,316.86590193687726,21.373719300841728,0.06745351636194537,280.85680018788594,322.769791316593,340.02450623635445,59.16770604846852,0.18672790504374084
b1,JAN2024,bl_energy_mwh,building energy (MWh),200,235.74823104103672,15.902047159826246,0.06745351636194537,208.95745933978716,240.1407247395452,252.9782326398477,44.02077330006054,0.18672790504374068
b1,JAN2024,bl_load_factor,load factor,200,0.528109836561462,0.03562286550140289,0.0674535163619454,0.46809466697980995,0.5379496521943217,0.5667075103939241,0.09861284341411414,0.18672790504374076
b1,JAN2024,pv_energy_mwh,PV energy (MWh),200,50.04050042508688,4.575892958639532,0.0914437889263292,42.48737355861104,50.16420245440381,57.671358533793,15.183984975181957,0.30343391545240717
b1,JAN2024,pv_capacity_factor,PV capacity factor,200,0.11209789521748853,0.01025065626935379,0.0914437889263292,0.0951778081510104,0.11237500549821641,0.12919211141082662,0.03401430325981622,0.3034339154524072
b1,JAN2024,net_peak_kw,net peak (kW),200,590.5055779951816,12.653569320276478,0.02142836544107925,564.0071016148507,594.4854850558393,600.0,35.99289838514926,0.06095268144180503
b1,JAN2024,net_min_kw,"net min (kW, <0 export)",200,-146.4902804448989,32.67363351632014,0.22304301293634327,-197.48135926975556,-148.06787605767087,-89.07302522569694,108.40833404405862,0.7400377261536851
b1,JAN2024,wx_mean_temp_c,mean dry-bulb (degC),200,8.134329505376344,5.116111727137983,0.6289530961041736,0.6038965053763442,8.104771505376345,15.937711505376344,15.333815,1.8850742387390615
b1,JAN2024,wx_mean_ghi,mean GHI (W/m2),200,112.214530359543,10.639080922534289,0.0948101898073801,94.8984936155914,112.12731518817205,130.1404499327957,35.241956317204284,0.3140587605213572
b1,JAN2024,n_sessions,EV sessions,200,415.915,34.95219671603463,0.08403687464033427,358.9,414.0,472.15,113.25,0.27229121334888134
b1,JAN2024,ev_energy_mwh,EV energy (MWh),200,5.374267275939331,0.4987724418842282,0.09280752450054715,4.533319680400162,5.3454692719527745,6.275404715441219,1.7420850350410575,0.3241530325148502
b1,JAN2024,arr_hour_mean,mean arrival hour,200,8.59765257245028,0.15098341785437083,0.017561004772183003,8.350283268686672,8.592032357491515,8.841228621085659,0.4909453523989864,0.057102255326312856
b1,JAN2024,dwell_h_mean,mean dwell (h),200,7.029758981903025,0.148457110606009,0.021118378451976484,6.797376186708861,7.012017725939837,7.2767257559466545,0.4793495692377938,0.0681886207580945
b1,JAN2024,req_soc_mean,mean required SoC (%),200,56.58155732552519,3.39381823738002,0.059980997303674316,50.96924002281767,56.63541041498624,61.71116310313202,10.74192308031435,0.18984848752949457
b1,JAN2024,peak_concurrency,peak concurrent EVs,200,18.36,1.5596675331846692,0.08494921204709528,16.0,18.0,21.0,5.0,0.27233115468409586
b1,JUL2024,bl_peak_kw,building peak (kW),200,600.0,3.419163752712976e-14,5.698606254521627e-17,600.0,600.0,600.0,0.0,0.0
b1,JUL2024,bl_mean_kw,building mean (kW),200,338.96489628299344,15.696792815004779,0.046308018874910026,305.06005553101403,341.8202311653701,358.46858450248646,53.408528971472435,0.1575635989364603
b1,JUL2024,bl_energy_mwh,building energy (MWh),200,252.18988283454712,11.678413854363553,0.04630801887491001,226.96468131507447,254.31425198703533,266.7006268698499,39.73594555477541,0.15756359893645996
b1,JUL2024,bl_load_factor,load factor,200,0.5649414938049891,0.0261613213583413,0.04630801887491002,0.5084334258850234,0.5697003852756168,0.5974476408374775,0.0890142149524541,0.15756359893646033
b1,JUL2024,pv_energy_mwh,PV energy (MWh),200,113.0075324852175,9.790901637923985,0.08663937193040414,96.48321568010894,113.33171313325536,128.65141201159423,32.16819633148529,0.28465532893299134
b1,JUL2024,pv_capacity_factor,PV capacity factor,200,0.25315307456365926,0.021933023382446203,0.08663937193040412,0.2161362358425379,0.25387928569277635,0.28819760755285445,0.07206137171031654,0.28465532893299145
b1,JUL2024,net_peak_kw,net peak (kW),200,410.23672176113,36.16987127808371,0.0881682924990427,347.2813657691687,409.3255293126847,469.7472373252413,122.46587155607261,0.29852488833844876
b1,JUL2024,net_min_kw,"net min (kW, <0 export)",200,-207.47406833808236,42.66095428691167,0.20562065721579698,-267.0470191595795,-212.18400836810093,-125.3575369248562,141.6894822347233,0.6829262248033715
b1,JUL2024,wx_mean_temp_c,mean dry-bulb (degC),200,19.917931655913982,5.116111727137983,0.2568595884110748,12.387498655913978,19.888373655913977,27.721313655913978,15.333815,0.7698497647694821
b1,JUL2024,wx_mean_ghi,mean GHI (W/m2),200,323.71147360416666,30.691146255237758,0.09481018980738011,273.7589429166667,323.4598791666666,375.4233670833334,101.66442416666672,0.3140587605213575
b1,JUL2024,n_sessions,EV sessions,200,416.88,34.64660932455645,0.08310931041200453,359.95,415.5,478.04999999999995,118.09999999999997,0.2832949529840721
b1,JUL2024,ev_energy_mwh,EV energy (MWh),200,5.380287191526958,0.4999893528173861,0.0929298632245477,4.505021783926672,5.369286802646258,6.1525386294098805,1.6475168454832083,0.3062135508449751
b1,JUL2024,arr_hour_mean,mean arrival hour,200,8.58806671788652,0.16052259617290363,0.018691354113328014,8.326621877341188,8.59234870516549,8.834532319863767,0.5079104425225793,0.05914141787752361
b1,JUL2024,dwell_h_mean,mean dwell (h),200,7.036863759815866,0.1605990918792576,0.022822538187588844,6.762827738193788,7.0408045977011495,7.283743764240118,0.5209160260463301,0.07402673176948946
b1,JUL2024,req_soc_mean,mean required SoC (%),200,56.595992648778996,3.2630963841373717,0.057655961693036405,51.742840902599774,56.23563484303274,61.75483329095164,10.011992388351864,0.17690284982691018
b1,JUL2024,peak_concurrency,peak concurrent EVs,200,18.49,1.724753277818811,0.09328032870842679,16.0,18.0,22.0,6.0,0.3244997295835587
b1,JUN2024,bl_peak_kw,building peak (kW),200,600.0,2.791735513722158e-14,4.652892522870263e-17,600.0,600.0,600.0,0.0,0.0
b1,JUN2024,bl_mean_kw,building mean (kW),200,308.5706207695806,11.527033240090136,0.037356224035008614,294.53090792404555,307.73915407395464,322.92440159368743,28.393493669641884,0.09201619259418803
b1,JUN2024,bl_energy_mwh,building energy (MWh),200,222.170846954098,8.299463932864898,0.03735622403500862,212.0622537053128,221.57219093324733,232.50556914745496,20.443315442142165,0.09201619259418807
b1,JUN2024,bl_load_factor,load factor,200,0.514284367949301,0.019211722066816896,0.03735622403500862,0.49088484654007597,0.5128985901232577,0.5382073359894791,0.04732248944940315,0.09201619259418804
b1,JUN2024,pv_energy_mwh,PV energy (MWh),200,111.20200409923225,9.539147028040267,0.08578215028865767,95.0090924847186,111.60283140671973,126.21032020396791,31.201227719249317,0.2805815234355541
b1,JUN2024,pv_capacity_factor,PV capacity factor,200,0.2574120465260005,0.02208135886120432,0.08578215028865767,0.2199284548257375,0.2583398875155549,0.2921535189906665,0.07222506416492899,0.2805815234355542
b1,JUN2024,net_peak_kw,net peak (kW),200,408.0310498113626,28.963641790807777,0.07098391606275552,370.7731499795121,402.3056103851861,456.9156510627384,86.1425010832263,0.2111175145201596
b1,JUN2024,net_min_kw,"net min (kW, <0 export)",200,-244.39856505827134,39.33897746993301,0.16096239133218118,-291.4637634417687,-250.32303431069087,-171.5261310173833,119.93763242438541,0.4907460581685043
b1,JUN2024,wx_mean_temp_c,mean dry-bulb (degC),200,17.79053022222222,5.116111727137983,0.28757499991469776,10.260097222222221,17.76097222222222,25.593912222222222,15.333815000000001,0.8619088250021055
b1,JUN2024,wx_mean_ghi,mean GHI (W/m2),200,329.6491404111111,31.254097572217145,0.09481018980738012,278.7803571111111,329.3929311111111,382.3095575555556,103.52920044444454,0.31405876052135767
b1,JUN2024,n_sessions,EV sessions,200,361.965,30.962999072405584,0.08554141718786508,313.9,362.0,414.09999999999997,100.19999999999999,0.2768223447018358
b1,JUN2024,ev_energy_mwh,EV energy (MWh),200,4.6846918079846285,0.47221047824471407,0.10079862189437404,3.940093589452366,4.670832799977829,5.510897029472571,1.5708034400202049,0.3353056090782566
b1,JUN2024,arr_hour_mean,mean arrival hour,200,8.596985928544767,0.18046088204211785,0.02099118034414009,8.312959677419354,8.60258646307984,8.886417597765362,0.5734579203460086,0.06670453169429338
b1,JUN2024,dwell_h_mean,mean dwell (h),200,7.034015464367852,0.16935224256457931,0.024076182860624268,6.767884987006064,7.036419605021188,7.309338626538078,0.5414536395320138,0.07697646419386629
b1,JUN2024,req_soc_mean,mean required SoC (%),200,56.927021375481466,3.4910595082879405,0.06132517430099626,51.680262066620735,57.003588648345,62.03907565081427,10.358813584193534,0.18196654829116155
b1,JUN2024,peak_concurrency,peak concurrent EVs,200,18.395,1.7789881941639958,0.09671042099287827,16.0,18.0,22.0,6.0,0.32617559119325906
b1,MAR2024,bl_peak_kw,building peak (kW),200,600.0,4.6295696064632385e-14,7.715949344105398e-17,599.9999999999999,600.0,600.0000000000001,2.2737367544323206e-13,3.789561257387201e-16
b1,MAR2024,bl_mean_kw,building mean (kW),200,344.43995440109256,23.45499434594801,0.06809603254863748,312.4328283278706,338.2096511195183,389.2524367633015,76.8196084354309,0.22302757695170344
b1,MAR2024,bl_energy_mwh,building energy (MWh),200,256.2633260744128,17.45051579338532,0.06809603254863751,232.45002427593573,251.62798043292162,289.6038129518963,57.153788675960584,0.22302757695170347
b1,MAR2024,bl_load_factor,load factor,200,0.5740665906684876,0.03909165724324668,0.06809603254863748,0.5207213805464509,0.5636827518658638,0.6487540612721691,0.12803268072571816,0.22302757695170344
b1,MAR2024,pv_energy_mwh,PV energy (MWh),200,82.49078241831805,7.354120205054038,0.08915081163566427,70.25330059197353,82.73545180395283,94.57949301020119,24.326192418227663,0.2948958866078805
b1,MAR2024,pv_capacity_factor,PV capacity factor,200,0.18479117925250463,0.016474283613472307,0.08915081163566424,0.1573774654838117,0.18533927375437462,0.2118716241267948,0.0544941586429831,0.29489588660788035
b1,MAR2024,net_peak_kw,net peak (kW),200,496.0774407290421,29.810984707104986,0.060093409334023254,455.31618495890774,493.11148613861457,549.8831955442915,94.5670105853838,0.1906295324504312
b1,MAR2024,net_min_kw,"net min (kW, <0 export)",200,-191.8003327728346,40.32583666342782,0.21024904430791125,-250.5632450295823,-195.5246041492949,-118.40974848735199,132.1534965422303,0.6890159919521667
b1,MAR2024,wx_mean_temp_c,mean dry-bulb (degC),200,11.783926279569892,5.116111727137983,0.43416019463800637,4.253493279569893,11.754368279569892,19.587308279569893,15.333815,1.301248381584383
b1,MAR2024,wx_mean_ghi,mean GHI (W/m2),200,209.48752799596775,19.861552291576558,0.09481018980738011,177.16111072580645,209.32471048387097,242.95250411290326,65.7913933870968,0.31405876052135745
b1,MAR2024,n_sessions,EV sessions,200,380.61,32.72802342928671,0.08598834352562126,325.95,378.5,431.04999999999995,105.09999999999997,0.2761356769396494
b1,MAR2024,ev_energy_mwh,EV energy (MWh),200,4.9338020505606215,0.4711156305568035,0.09548733932348812,4.144764471392224,4.938561898782277,5.741659051288037,1.596894579895813,0.3236640958699103
b1,MAR2024,arr_hour_mean,mean arrival hour,200,8.60924611336595,0.1724731747120147,0.02003348172893422,8.36209549071618,8.600122850122851,8.936552419354838,0.5744569286386572,0.06672557864814742
b1,MAR2024,dwell_h_mean,mean dwell (h),200,6.9992679295163365,0.17329342670517578,0.024758793126690708,6.73297181738611,7.009912607752922,7.268623544057465,0.5356517266713547,0.07652967882719262
b1,MAR2024,req_soc_mean,mean required SoC (%),200,56.69972893390455,3.0101533744807827,0.05308937857515596,51.86445577907536,56.84549040865866,61.75160019838112,9.887144419305763,0.174377278431636
b1,MAR2024,peak_concurrency,peak concurrent EVs,200,18.555,1.7122012632366401,0.0922770823625244,16.0,19.0,22.0,6.0,0.32336297493936944
b1,MAY2024,bl_peak_kw,building peak (kW),200,600.0,4.1876032705832375e-14,6.979338784305395e-17,600.0,600.0,600.0000000000001,1.1368683772161603e-13,1.8947806286936006e-16
b1,MAY2024,bl_mean_kw,building mean (kW),200,276.6652876852839,13.841940685921216,0.05003136028277928,260.37501409495945,276.3909690220683,292.1125504631048,31.737536368145356,0.11471455864115442
b1,MAY2024,bl_energy_mwh,building energy (MWh),200,205.83897403785122,10.298403870325384,0.050031360282779276,193.71901048664984,205.63488095241883,217.33173754454998,23.612727057900145,0.11471455864115442
b1,MAY2024,bl_load_factor,load factor,200,0.4611088128088065,0.023069901143202023,0.05003136028277927,0.43395835682493245,0.4606516150367805,0.4868542507718413,0.052895893946908856,0.11471455864115426
b1,MAY2024,pv_energy_mwh,PV energy (MWh),200,111.34456995552753,9.529523926973702,0.08558588829953646,95.14124320191374,111.81044480886845,126.34007432267548,31.19883112076174,0.28020074201393885
b1,MAY2024,pv_capacity_factor,PV capacity factor,200,0.24942780007958676,0.021347499836410627,0.08558588829953648,0.21313002509389276,0.25047142654316407,0.2830198797550974,0.06988985466120465,0.280200742013939
b1,MAY2024,net_peak_kw,net peak (kW),200,355.6738049197492,27.99227700505923,0.07870210461907684,321.7879282397257,353.4926504052298,401.7005902235603,79.9126619838346,0.22467963869834415
b1,MAY2024,net_min_kw,"net min (kW, <0 export)",200,-290.6965848850079,36.199867282061554,0.1245280101807226,-338.0153636990235,-296.3597934287138,-223.82607613749437,114.18928756152914,0.3928126214716265
b1,MAY2024,wx_mean_temp_c,mean dry-bulb (degC),200,15.361883268817206,5.116111727137983,0.33303935706392723,7.831450268817203,15.332325268817204,23.165265268817205,15.333815000000001,0.9981728627717033
b1,MAY2024,wx_mean_ghi,mean GHI (W/m2),200,312.23784560819894,29.603329407160786,0.09481018980738011,264.05583219086026,311.9951686827957,362.1168629704301,98.06103077956982,0.3140587605213571
b1,MAY2024,n_sessions,EV sessions,200,417.94,35.66801700663957,0.08534243433660232,354.0,419.0,471.19999999999993,117.19999999999993,0.28042302722878865
b1,MAY2024,ev_energy_mwh,EV energy (MWh),200,5.416605192863215,0.525009450206892,0.09692592158989759,4.587950980979705,5.427616912759175,6.28964485902938,1.7016938780496753,0.3141624352263638
b1,MAY2024,arr_hour_mean,mean arrival hour,200,8.608096777844292,0.16966981156571806,0.019710490709446707,8.327001853336004,8.609072928653625,8.890055272701911,0.5630534193659074,0.06540974548695905
b1,MAY2024,dwell_h_mean,mean dwell (h),200,6.99924393638636,0.16383745649072276,0.023407879190921643,6.685892660940657,7.00671935462714,7.251394218226879,0.5655015572862219,0.08079466331304702
b1,MAY2024,req_soc_mean,mean required SoC (%),200,56.656563169404244,3.6096773252324694,0.06371154767082259,50.27156608463737,56.72522973986468,61.76873906021766,11.497172975580291,0.2029274691654613
b1,MAY2024,peak_concurrency,peak concurrent EVs,200,18.46,1.7703305769710906,0.09590089799410025,16.0,18.0,21.049999999999983,5.049999999999983,0.27356446370530785
b1,NOV2024,bl_peak_kw,building peak (kW),200,600.0,3.948110226064496e-14,6.580183710107493e-17,599.9999999999999,600.0,600.0000000000001,2.2737367544323206e-13,3.789561257387201e-16
b1,NOV2024,bl_mean_kw,building mean (kW),200,333.1695120530728,20.594098944982996,0.06181267552987388,306.60034448253145,329.58221125072635,374.92309465754886,68.3227501750174,0.2050690345403928
b1,NOV2024,bl_energy_mwh,building energy (MWh),200,239.8820486782125,14.827751240387757,0.061812675529873864,220.75224802742267,237.29919210052293,269.9446281534352,49.19238012601252,0.20506903454039271
b1,NOV2024,bl_load_factor,load factor,200,0.5552825200884548,0.03432349824163832,0.061812675529873864,0.5110005741375524,0.5493036854178771,0.6248718244292482,0.11387125029169576,0.2050690345403929
b1,NOV2024,pv_energy_mwh,PV energy (MWh),200,51.188817189059016,4.6720028367000435,0.09126999007311751,43.46722208867805,51.321644786900244,58.95198014458225,15.484758055904202,0.3025027516989371
