building,month,metric,label,n_episodes,mean,sd,cv,p5,p50,p95,range_p5_p95,rel_range
b1,JAN2024,net_min_kw,"net min (kW, <0 export)",200,-147.8326172087163,18.031862963192882,0.12197486118868302,-181.51353380829525,-148.85415016171726,-117.51240898499202,64.00112482330323,0.4329296607997121
b1,JAN2024,wx_mean_temp_c,mean dry-bulb (degC),200,8.407285505376343,2.5687356705644415,0.30553686667614305,4.638756505376343,8.389121505376345,12.305616505376344,7.666860000000001,0.9119304911314299
b1,JAN2024,wx_mean_ghi,mean GHI (W/m2),200,112.77743373655915,5.318999606202306,0.04716368718432757,104.11417338709678,112.73368447580646,121.74025184811829,17.626078461021507,0.15629082766854668
b1,JAN2024,n_sessions,EV sessions,200,415.915,34.95219671603463,0.08403687464033427,358.9,414.0,472.15,113.25,0.27229121334888134
b1,JAN2024,ev_energy_mwh,EV energy (MWh),200,5.374267275939331,0.4987724418842282,0.09280752450054715,4.533319680400162,5.3454692719527745,6.275404715441219,1.7420850350410575,0.3241530325148502
b1,JAN2024,arr_hour_mean,mean arrival hour,200,8.59765257245028,0.15098341785437083,0.017561004772183003,8.350283268686672,8.592032357491515,8.841228621085659,0.4909453523989864,0.057102255326312856
b1,JAN2024,dwell_h_mean,mean dwell (h),200,7.029758981903025,0.148457110606009,0.021118378451976484,6.797376186708861,7.012017725939837,7.2767257559466545,0.4793495692377938,0.0681886207580945
b1,JAN2024,req_soc_mean,mean required SoC (%),200,56.58155732552519,3.39381823738002,0.059980997303674316,50.96924002281767,56.63541041498624,61.71116310313202,10.74192308031435,0.18984848752949457
b1,JAN2024,peak_concurrency,peak concurrent EVs,200,18.36,1.5596675331846692,0.08494921204709528,16.0,18.0,21.0,5.0,0.27233115468409586
b1,JUL2024,bl_peak_kw,building peak (kW),200,600.0,2.6728832585236606e-14,4.4548054308727675e-17,600.0,600.0,600.0,0.0,0.0
b1,JUL2024,bl_mean_kw,building mean (kW),200,340.36757004931343,11.547547828707499,0.03392669820757147,317.57517124422526,343.81395635439776,353.32248077002845,35.74730952580319,0.10502560370432476
b1,JUL2024,bl_energy_mwh,building energy (MWh),200,253.23347211668923,8.59137558455838,0.033926698207571465,236.27592740570356,255.79758352767197,262.87192569290113,26.595998287197574,0.10502560370432475
b1,JUL2024,bl_load_factor,load factor,200,0.5672792834155225,0.019245913047845824,0.03392669820757145,0.5292919520737088,0.5730232605906629,0.5888708012833807,0.059578849209671825,0.10502560370432447
b1,JUL2024,pv_energy_mwh,PV energy (MWh),200,113.58158926226126,4.978943984901594,0.043835836575636854,105.11983313381022,113.68041383212702,121.80696899431749,16.68713586050727,0.14691761199058828
b1,JUL2024,pv_capacity_factor,PV capacity factor,200,0.2544390440462842,0.011153548353274183,0.04383583657563686,0.23548349716355335,0.2546604252511806,0.27286507391200154,0.03738157674844819,0.1469176119905883
b1,JUL2024,net_peak_kw,net peak (kW),200,410.8977841906193,29.797777876909173,0.07251871152239095,362.0349920175942,415.03272277080623,453.93808736799144,91.90309535039722,0.22366412983079637
b1,JUL2024,net_min_kw,"net min (kW, <0 export)",200,-205.68888757332738,25.281329821792454,0.12291052822569108,-245.55175089397244,-205.6832093445767,-162.444041276294,83.10770961767844,0.4040456954100198
b1,JUL2024,wx_mean_temp_c,mean dry-bulb (degC),200,20.19088765591398,2.568735670564441,0.12722252306782805,16.422358655913982,20.172723655913977,24.089218655913978,7.666859999999996,0.3797188182439491
b1,JUL2024,wx_mean_ghi,mean GHI (W/m2),200,325.33531216666665,15.344012893044223,0.04716368718432756,300.343925,325.20910625,351.19085020833336,50.846925208333346,0.1562908276685467
b1,JUL2024,n_sessions,EV sessions,200,416.88,34.64660932455645,0.08310931041200453,359.95,415.5,478.04999999999995,118.09999999999997,0.2832949529840721
b1,JUL2024,ev_energy_mwh,EV energy (MWh),200,5.380287191526958,0.4999893528173861,0.0929298632245477,4.505021783926672,5.369286802646258,6.1525386294098805,1.6475168454832083,0.3062135508449751
b1,JUL2024,arr_hour_mean,mean arrival hour,200,8.58806671788652,0.16052259617290363,0.018691354113328014,8.326621877341188,8.59234870516549,8.834532319863767,0.5079104425225793,0.05914141787752361
b1,JUL2024,dwell_h_mean,mean dwell (h),200,7.036863759815866,0.1605990918792576,0.022822538187588844,6.762827738193788,7.0408045977011495,7.283743764240118,0.5209160260463301,0.07402673176948946
b1,JUL2024,req_soc_mean,mean required SoC (%),200,56.595992648778996,3.2630963841373717,0.057655961693036405,51.742840902599774,56.23563484303274,61.75483329095164,10.011992388351864,0.17690284982691018
b1,JUL2024,peak_concurrency,peak concurrent EVs,200,18.49,1.724753277818811,0.09328032870842679,16.0,18.0,22.0,6.0,0.3244997295835587
b1,JUN2024,bl_peak_kw,building peak (kW),200,600.0,4.029523125884315e-14,6.715871876473858e-17,599.9999999999999,600.0,600.0000000000001,2.2737367544323206e-13,3.789561257387201e-16
b1,JUN2024,bl_mean_kw,building mean (kW),200,311.1153207546569,6.016522992655707,0.01933856223493503,299.01749522437126,311.85349352924334,318.99173451075944,19.974239286388183,0.06420204327429992
b1,JUN2024,bl_energy_mwh,building energy (MWh),200,224.00303094335294,4.33189655471211,0.01933856223493504,215.2925965615473,224.53451534105523,229.6740488477468,14.381452286199504,0.06420204327429999
b1,JUN2024,bl_load_factor,load factor,200,0.5185255345910948,0.010027538321092848,0.019338562234935037,0.4983624920406187,0.5197558225487389,0.5316528908512657,0.03329039881064694,0.06420204327429985
b1,JUN2024,pv_energy_mwh,PV energy (MWh),200,111.82404846669168,4.878481186011487,0.04362640463213607,103.52578057868644,111.93541866518292,119.8581413382693,16.33236075958287,0.14605410002167543
b1,JUN2024,pv_capacity_factor,PV capacity factor,200,0.25885196404326777,0.01129278052317474,0.04362640463213609,0.2396430105988112,0.25910976542866415,0.2774494012459937,0.0378063906471825,0.14605410002167518
b1,JUN2024,net_peak_kw,net peak (kW),200,409.54836877261215,16.531189853528726,0.04036443827885714,384.5803617497356,409.64827709546,435.9322513382214,51.35188958848585,0.12538662952652913
b1,JUN2024,net_min_kw,"net min (kW, <0 export)",200,-243.31726646796335,23.360166120142836,0.09600702185768875,-277.71632057367555,-245.34001667403703,-203.45057471275433,74.26574586092121,0.3052218485723433
b1,JUN2024,wx_mean_temp_c,mean dry-bulb (degC),200,18.06348622222222,2.5687356705644415,0.14220597502404098,14.294957222222221,18.045322222222218,21.96181722222222,7.666859999999998,0.4244396627362002
b1,JUN2024,wx_mean_ghi,mean GHI (W/m2),200,331.3027641777778,15.625459932983755,0.04716368718432756,305.85297333333335,331.1742433333333,357.6325565555556,51.77958322222224,0.1562908276685467
b1,JUN2024,n_sessions,EV sessions,200,361.965,30.962999072405584,0.08554141718786508,313.9,362.0,414.09999999999997,100.19999999999999,0.2768223447018358
b1,JUN2024,ev_energy_mwh,EV energy (MWh),200,4.6846918079846285,0.47221047824471407,0.10079862189437404,3.940093589452366,4.670832799977829,5.510897029472571,1.5708034400202049,0.3353056090782566
b1,JUN2024,arr_hour_mean,mean arrival hour,200,8.596985928544767,0.18046088204211785,0.02099118034414009,8.312959677419354,8.60258646307984,8.886417597765362,0.5734579203460086,0.06670453169429338
b1,JUN2024,dwell_h_mean,mean dwell (h),200,7.034015464367852,0.16935224256457931,0.024076182860624268,6.767884987006064,7.036419605021188,7.309338626538078,0.5414536395320138,0.07697646419386629
b1,JUN2024,req_soc_mean,mean required SoC (%),200,56.927021375481466,3.4910595082879405,0.06132517430099626,51.680262066620735,57.003588648345,62.03907565081427,10.358813584193534,0.18196654829116155
b1,JUN2024,peak_concurrency,peak concurrent EVs,200,18.395,1.7789881941639958,0.09671042099287827,16.0,18.0,22.0,6.0,0.32617559119325906
b1,MAR2024,bl_peak_kw,building peak (kW),200,600.0,3.948110226064496e-14,6.580183710107493e-17,599.9999999999999,600.0,600.0,1.1368683772161603e-13,1.8947806286936006e-16
b1,MAR2024,bl_mean_kw,building mean (kW),200,337.96937868043403,14.28059632396503,0.042254113019712373,321.7454371199274,334.24284366356176,365.2732178566256,43.52778073669822,0.12879208437950168
b1,MAR2024,bl_energy_mwh,building energy (MWh),200,251.4492177382429,10.624763665029985,0.04225411301971239,239.378605217226,248.67667568568996,271.76327408532944,32.38466886810343,0.12879208437950151
b1,MAR2024,bl_load_factor,load factor,200,0.5632822978007234,0.023800993873275052,0.04225411301971238,0.536242395199879,0.5570714061059363,0.6087886964277094,0.07254630122783035,0.12879208437950165
b1,MAR2024,pv_energy_mwh,PV energy (MWh),200,82.85357182887289,3.6907851136363763,0.04454587813376813,76.70632869184364,82.95200645256762,89.0142252772235,12.307896585379865,0.14854998177750012
b1,MAR2024,pv_capacity_factor,PV capacity factor,200,0.18560387954496613,0.008267887799364642,0.04454587813376814,0.17183317359283967,0.18582438721453318,0.19940462651707772,0.027571452924238044,0.14854998177750012
b1,MAR2024,net_peak_kw,net peak (kW),200,480.962368539187,17.327799883327,0.03602735061363786,459.86655866339686,476.63406772071187,513.284634278735,53.418075615338125,0.11106497952757362
b1,MAR2024,net_min_kw,"net min (kW, <0 export)",200,-202.0911081501215,21.271306796305986,0.10525602531955436,-232.344352411309,-202.08814187240205,-163.4869046973527,68.85744771395628,0.3407247767814018
b1,MAR2024,wx_mean_temp_c,mean dry-bulb (degC),200,12.056882279569896,2.5687356705644415,0.21305140176387918,8.288353279569892,12.038718279569892,15.955213279569895,7.666860000000003,0.6358907570152955
b1,MAR2024,wx_mean_ghi,mean GHI (W/m2),200,210.53838332258064,9.92976645132024,0.04716368718432756,194.3653887096774,210.45671008064517,227.2706068951613,32.9052181854839,0.15629082766854682
b1,MAR2024,n_sessions,EV sessions,200,380.61,32.72802342928671,0.08598834352562126,325.95,378.5,431.04999999999995,105.09999999999997,0.2761356769396494
b1,MAR2024,ev_energy_mwh,EV energy (MWh),200,4.9338020505606215,0.4711156305568035,0.09548733932348812,4.144764471392224,4.938561898782277,5.741659051288037,1.596894579895813,0.3236640958699103
b1,MAR2024,arr_hour_mean,mean arrival hour,200,8.60924611336595,0.1724731747120147,0.02003348172893422,8.36209549071618,8.600122850122851,8.936552419354838,0.5744569286386572,0.06672557864814742
b1,MAR2024,dwell_h_mean,mean dwell (h),200,6.9992679295163365,0.17329342670517578,0.024758793126690708,6.73297181738611,7.009912607752922,7.268623544057465,0.5356517266713547,0.07652967882719262
b1,MAR2024,req_soc_mean,mean required SoC (%),200,56.69972893390455,3.0101533744807827,0.05308937857515596,51.86445577907536,56.84549040865866,61.75160019838112,9.887144419305763,0.174377278431636
b1,MAR2024,peak_concurrency,peak concurrent EVs,200,18.555,1.7122012632366401,0.0922770823625244,16.0,19.0,22.0,6.0,0.32336297493936944
b1,MAY2024,bl_peak_kw,building peak (kW),200,600.0,4.6295696064632385e-14,7.715949344105398e-17,599.9999999999999,600.0,600.0000000000001,2.2737367544323206e-13,3.789561257387201e-16
b1,MAY2024,bl_mean_kw,building mean (kW),200,279.2843493784286,5.129555326982901,0.018366784026384468,270.21528205969275,279.55394231377454,287.4243970010257,17.209114941332928,0.06161861550650188
b1,MAY2024,bl_energy_mwh,building energy (MWh),200,207.78755593755085,3.8163891632752764,0.01836678402638446,201.04016985241142,207.9881330814482,213.8437513687631,12.80358151635167,0.06161861550650175
b1,MAY2024,bl_load_factor,load factor,200,0.4654739156307143,0.008549258878304834,0.018366784026384468,0.4503588034328213,0.4659232371896242,0.479040661668376,0.02868185823555469,0.06161861550650148
b1,MAY2024,pv_energy_mwh,PV energy (MWh),200,111.99210259519089,4.874224604063817,0.043522931448856675,103.71648131686061,112.13218994314036,119.98045604180498,16.263974724944376,0.1452243001788483
b1,MAY2024,pv_capacity_factor,PV capacity factor,200,0.2508783660286534,0.010918961926666257,0.04352293144885669,0.23233978789619314,0.2511921817722678,0.2687734230327173,0.036433635136524145,0.14522430017884833
b1,MAY2024,net_peak_kw,net peak (kW),200,350.35506656895626,11.506977490535707,0.032843759341698926,331.6779833432435,350.52432089122226,369.8181470591255,38.14016371588201,0.10886145900326329
b1,MAY2024,net_min_kw,"net min (kW, <0 export)",200,-292.96314619289046,21.942812682006515,0.07489956660814635,-323.7590248520583,-294.4547545817045,-251.5215950142934,72.23742983776489,0.24657514358547644
b1,MAY2024,wx_mean_temp_c,mean dry-bulb (degC),200,15.634839268817204,2.5687356705644415,0.1642956237924133,11.866310268817204,15.616675268817204,19.53317026881721,7.666860000000005,0.4903702473802286
b1,MAY2024,wx_mean_ghi,mean GHI (W/m2),200,313.804128844086,14.800159769952893,0.04716368718432756,289.6985362903226,313.6823961693549,338.7432433131721,49.044707022849536,0.1562908276685469
b1,MAY2024,n_sessions,EV sessions,200,417.94,35.66801700663957,0.08534243433660232,354.0,419.0,471.19999999999993,117.19999999999993,0.28042302722878865
b1,MAY2024,ev_energy_mwh,EV energy (MWh),200,5.416605192863215,0.525009450206892,0.09692592158989759,4.587950980979705,5.427616912759175,6.28964485902938,1.7016938780496753,0.3141624352263638
b1,MAY2024,arr_hour_mean,mean arrival hour,200,8.608096777844292,0.16966981156571806,0.019710490709446707,8.327001853336004,8.609072928653625,8.890055272701911,0.5630534193659074,0.06540974548695905
b1,MAY2024,dwell_h_mean,mean dwell (h),200,6.99924393638636,0.16383745649072276,0.023407879190921643,6.685892660940657,7.00671935462714,7.251394218226879,0.5655015572862219,0.08079466331304702
b1,MAY2024,req_soc_mean,mean required SoC (%),200,56.656563169404244,3.6096773252324694,0.06371154767082259,50.27156608463737,56.72522973986468,61.76873906021766,11.497172975580291,0.2029274691654613
b1,MAY2024,peak_concurrency,peak concurrent EVs,200,18.46,1.7703305769710906,0.09590089799410025,16.0,18.0,21.049999999999983,5.049999999999983,0.27356446370530785
b1,NOV2024,bl_peak_kw,building peak (kW),200,600.0,3.419163752712976e-14,5.698606254521627e-17,599.9999999999999,600.0,600.0,1.1368683772161603e-13,1.8947806286936006e-16
b1,NOV2024,bl_mean_kw,building mean (kW),200,325.97477694226416,12.918799413001139,0.039631285384050696,307.6331829203971,325.39812453657294,345.6175551613143,37.98437224091725,0.1165254950006299
b1,NOV2024,bl_energy_mwh,building energy (MWh),200,234.70183939843025,9.30153557736082,0.03963128538405068,221.4958917026859,234.2866496663325,248.84463971614633,27.348748013460437,0.11652549500062995
b1,NOV2024,bl_load_factor,load factor,200,0.5432912949037737,0.021531332355001896,0.03963128538405068,0.5127219715339951,0.5423302075609548,0.5760292586021906,0.06330728706819544,0.11652549500062992
