session_id,car_id,building_id,arrival,departure,duration_sec,arrival_soc,required_soc_at_depart,previous_day_external_use_soc
78,6,B001,2020-04-16 11:00:00,2020-04-16 14:25:49,12349,64.63721922572306,83.31425621215746,23.125591479877883
79,6,B001,2020-04-20 09:45:00,2020-04-20 16:13:47,23327,23.40096522431695,85.34443794628388,59.91329098784051
80,6,B001,2020-04-21 07:45:00,2020-04-21 11:34:39,13779,48.391025259717274,80.8584186232187,36.9534126865666
81,6,B001,2020-04-22 08:15:00,2020-04-22 09:31:27,4587,51.63836653854909,83.86000780851033,29.220052084669604
82,6,B001,2020-04-23 09:00:00,2020-04-23 14:34:17,20057,21.225798212212858,86.00813131693397,62.634209596297474
83,6,B001,2020-04-24 09:15:00,2020-04-24 13:26:46,15106,39.56401413209818,90.46856889033847,46.44411718483579
84,6,B001,2020-04-27 11:45:00,2020-04-27 13:42:08,7028,52.17118743143134,84.13917702041596,38.29738145890713
85,6,B001,2020-04-28 08:45:00,2020-04-28 17:20:41,30941,36.90599944300301,85.04152919647919,47.233177577412945
86,6,B001,2020-04-29 10:15:00,2020-04-29 16:16:30,21690,26.348410644559838,87.84640771403983,58.693118551919355
87,6,B001,2020-04-30 10:45:00,2020-04-30 17:51:31,25591,64.87123248004684,90.80857027335655,22.975175233992985
88,7,B001,2020-04-01 09:30:00,2020-04-01 17:29:46,28786,53.49576813691497,88.11666947776688,0.0
89,7,B001,2020-04-02 06:45:00,2020-04-02 14:31:03,27963,20.732839195982933,82.33762798859213,67.38383028178394
90,7,B001,2020-04-03 10:15:00,2020-04-03 17:51:47,27407,47.81273249305378,80.00680990860207,34.52489549553835
91,7,B001,2020-04-06 07:15:00,2020-04-06 14:59:57,27897,64.22623849010928,91.80577904921083,15.780571418492784
92,7,B001,2020-04-08 10:30:00,2020-04-08 14:11:51,13311,51.66055197523477,80.36136303174952,40.14522707397606
93,7,B001,2020-04-09 11:15:00,2020-04-09 17:05:18,21018,53.195121564244396,95.04520469610372,27.166241467505124
94,7,B001,2020-04-10 11:00:00,2020-04-10 16:27:36,19656,56.65425724521749,85.11481650979191,38.39094745088624
95,7,B001,2020-04-13 12:00:00,2020-04-13 14:43:50,9830,13.911871735082237,89.86537601651301,71.20294477470966
96,7,B001,2020-04-14 08:30:00,2020-04-14 17:05:29,30929,61.1311905394646,89.38244220871898,28.734185477048413
97,7,B001,2020-04-15 10:00:00,2020-04-15 19:06:21,32781,60.36228594749512,86.0907902429297,29.020156261223867
98,7,B001,2020-04-16 07:45:00,2020-04-16 16:05:59,30059,54.943154219091916,86.56994938339133,31.147636023837784
99,7,B001,2020-04-21 10:45:00,2020-04-21 14:51:48,14808,57.329920341502906,85.87587210743823,29.240029041888427
100,7,B001,2020-04-22 09:15:00,2020-04-22 18:24:36,32976,45.48520085960482,81.49491605746441,40.39067124783341
101,7,B001,2020-04-23 07:45:00,2020-04-23 13:03:38,19118,26.264732463999092,81.2850455368123,55.23018359346531
102,7,B001,2020-04-24 11:45:00,2020-04-24 14:44:58,10798,61.87753484043787,80.96764356477594,19.407510696374437
103,7,B001,2020-04-29 10:45:00,2020-04-29 14:06:27,12087,44.142874151679734,85.1589079626965,36.824769413096206
104,7,B001,2020-04-30 08:30:00,2020-04-30 12:29:31,14371,43.68597802489593,87.31221000448416,41.47292993780057
105,8,B001,2020-04-02 07:45:00,2020-04-02 20:03:45,44325,10.0,92.16045862236817,0.0
106,8,B001,2020-04-03 07:30:00,2020-04-03 14:22:32,24752,10.0,84.80435534967137,82.16045862236817
107,8,B001,2020-04-06 08:00:00,2020-04-06 11:50:10,13810,21.781053616249814,80.91004324167386,63.023301733421555
108,8,B001,2020-04-07 08:30:00,2020-04-07 17:05:47,30947,18.95388714153283,89.903205972882,61.95615610014103
109,8,B001,2020-04-08 08:45:00,2020-04-08 12:17:01,12721,37.90850953666295,88.62146982129363,51.99469643621906
110,8,B001,2020-04-09 07:00:00,2020-04-09 09:52:48,10368,26.853440645868577,87.41763957178347,61.768029175425056
111,8,B001,2020-04-10 07:45:00,2020-04-10 21:45:00,50400,10.0,86.24082840384716,77.41763957178347
112,8,B001,2020-04-13 07:00:00,2020-04-13 21:00:00,50400,19.03651718335385,94.79182386716067,67.20431122049331
113,8,B001,2020-04-14 10:00:00,2020-04-14 20:17:31,37051,30.668162180398106,87.1870965963347,64.12366168676257
114,8,B001,2020-04-15 08:45:00,2020-04-15 20:05:08,40808,13.950013083688573,87.14937915215218,73.23708351264612
115,8,B001,2020-04-16 07:30:00,2020-04-16 21:30:00,50400,27.847805029164352,91.65203631113496,59.30157412298783
116,8,B001,2020-04-17 09:00:00,2020-04-17 18:34:15,34455,21.760137110405815,87.04634148525304,69.89189920072914
117,8,B001,2020-04-20 10:00:00,2020-04-20 18:40:42,31242,22.908049247112327,89.4584069364102,64.1382922381407
118,8,B001,2020-04-21 08:30:00,2020-04-21 13:23:59,17639,18.89657537086993,82.20563827208365,70.56183156554027
119,8,B001,2020-04-22 08:15:00,2020-04-22 22:15:00,50400,19.726869398825205,83.21014745587411,62.478768873258446
120,8,B001,2020-04-24 07:15:00,2020-04-24 16:19:52,32692,44.650771600948325,80.32366038060175,38.55937585492578
121,8,B001,2020-04-27 08:30:00,2020-04-27 19:36:52,40012,37.11305423096287,83.14445348629577,43.210606149638885
122,8,B001,2020-04-28 09:15:00,2020-04-28 13:08:50,14030,40.96120967449062,88.26775843577143,42.183243811805156
123,8,B001,2020-04-29 08:30:00,2020-04-29 15:55:55,26755,42.76910890583867,82.85306656869462,45.498649529932756
124,8,B001,2020-04-30 10:15:00,2020-04-30 19:18:22,32602,37.3394758168558,83.52183508466688,45.51359075183881
125,9,B001,2020-04-02 06:45:00,2020-04-02 08:07:11,4931,53.48487469565318,81.59823475315031,0.0
126,9,B001,2020-04-06 15:15:00,2020-04-06 16:54:55,5995,47.11948407070652,82.38751040545026,34.47875068244379
127,9,B001,2020-04-07 12:00:00,2020-04-07 14:42:25,9745,20.686352891102914,86.51939276416304,61.701157514347344
128,9,B001,2020-04-08 11:30:00,2020-04-08 17:31:55,21715,36.832942647959165,90.23371967305735,49.68645011620388
129,9,B001,2020-04-09 10:00:00,2020-04-09 10:50:36,3036,38.17133001988955,80.32443108864517,52.0623896531678
130,9,B001,2020-04-13 10:00:00,2020-04-13 13:22:05,12125,45.50948914698461,84.67051200541259,34.81494194166056
131,9,B001,2020-04-14 14:30:00,2020-04-14 16:19:18,6558,34.82853585852639,86.15748994604941,49.8419761468862
132,9,B001,2020-04-15 12:30:00,2020-04-15 14:56:55,8815,18.7596265612076,83.03529388784285,67.39786338484181
133,9,B001,2020-04-16 15:45:00,2020-04-16 19:58:25,15205,34.264302924280585,89.67601597872152,48.77099096356227
134,9,B001,2020-04-17 16:30:00,2020-04-17 19:39:14,11354,39.11697057460836,83.71656472595724,50.559045404113164
135,9,B001,2020-04-20 10:30:00,2020-04-20 12:28:17,7097,20.7078049219076,88.4820522056231,63.008759804049646
136,9,B001,2020-04-21 14:00:00,2020-04-21 16:07:35,7655,26.58072599238307,81.88169858234217,61.90132621324004
137,9,B001,2020-04-22 14:45:00,2020-04-22 17:25:27,9627,36.44622279648977,86.27202654702167,45.4354757858524
138,9,B001,2020-04-23 15:30:00,2020-04-23 17:07:18,5838,31.3955902736477,85.13693694019445,54.87643627337397
139,9,B001,2020-04-24 13:15:00,2020-04-24 14:23:28,4108,37.257575138029274,89.05916607243978,47.87936180216517
140,9,B001,2020-04-27 15:30:00,2020-04-27 17:07:01,5821,22.651786023594376,82.90067321641376,66.4073800488454
141,9,B001,2020-04-28 10:30:00,2020-04-28 15:08:27,16707,40.41041932364335,95.1068018875674,42.49025389277041
142,9,B001,2020-04-29 06:15:00,2020-04-29 09:34:15,11955,10.0,81.9170647221018,85.1068018875674
143,9,B001,2020-04-30 08:00:00,2020-04-30 09:39:57,5997,24.938217561573392,90.34065041431276,56.9788471605284
144,10,B001,2020-04-01 12:15:00,2020-04-01 15:21:56,11216,20.632367114882673,92.88425563020134,0.0
145,11,B001,2020-04-01 07:45:00,2020-04-01 14:10:21,23121,23.976039815094698,86.24317994665051,0.0
146,11,B001,2020-04-02 09:15:00,2020-04-02 12:24:17,11357,36.945544509889785,87.95866985434162,49.29763543676073
147,11,B001,2020-04-03 09:00:00,2020-04-03 13:56:46,17806,62.798407795692654,89.57547518880821,25.160262058648968
148,11,B001,2020-04-06 09:15:00,2020-04-06 12:41:52,12412,26.724868766475396,88.93450059784257,62.85060642233282
149,11,B001,2020-04-07 07:30:00,2020-04-07 15:00:01,27001,44.83732232953734,89.68063164141847,44.09717826830523
150,11,B001,2020-04-08 08:45:00,2020-04-08 16:01:32,26192,10.592057988542654,83.59578631350948,79.08857365287582
151,11,B001,2020-04-09 08:45:00,2020-04-09 18:25:44,34844,40.52685356361756,85.39299608562177,43.06893274989192
152,11,B001,2020-04-10 10:30:00,2020-04-10 13:09:50,9590,35.50635347872581,91.67383464049037,49.88664260689596
153,11,B001,2020-04-13 09:30:00,2020-04-13 14:31:19,18079,19.91843142135504,82.92455271402173,71.75540321913533
154,11,B001,2020-04-14 09:00:00,2020-04-14 21:00:36,43236,21.05414853409088,86.37535520168088,61.870404179930844
155,11,B001,2020-04-15 09:15:00,2020-04-15 15:59:45,24285,41.28208775314995,86.7075715864144,45.09326744853092
156,11,B001,2020-04-16 09:45:00,2020-04-16 20:53:04,40084,34.498031884486494,82.08910598573799,52.20953970192791
157,11,B001,2020-04-17 08:00:00,2020-04-17 14:12:03,22323,10.0,83.87238025998671,72.08910598573799
158,11,B001,2020-04-20 08:00:00,2020-04-20 21:46:48,49608,46.38960020652127,86.7167581657534,37.48278005346544
159,11,B001,2020-04-21 08:15:00,2020-04-21 21:52:34,49054,10.78664085304101,86.71290684276981,75.9301173127124
160,11,B001,2020-04-22 06:00:00,2020-04-22 16:57:26,39446,27.13128812217529,91.02711654910661,59.58161872059452
161,11,B001,2020-04-23 08:30:00,2020-04-23 14:38:17,22097,23.19291482202141,81.81554489580063,67.8342017270852
162,11,B001,2020-04-24 07:45:00,2020-04-24 20:28:47,45827,38.84753326009456,84.2323164678223,42.96801163570607
163,11,B001,2020-04-27 08:00:00,2020-04-27 22:00:00,50400,42.91820883341413,81.13218271156171,41.314107634408174
164,11,B001,2020-04-28 08:00:00,2020-04-28 14:04:56,21896,53.16950626545703,85.53855141108838,27.96267644610468
165,11,B001,2020-04-29 09:00:00,2020-04-29 18:30:15,34215,46.110299109273846,85.00234543467661,39.42825230181453
166,11,B001,2020-04-30 09:00:00,2020-04-30 22:45:13,49513,30.156424450667686,81.19113373626281,54.84592098400893
167,12,B001,2020-04-01 07:45:00,2020-04-01 18:27:29,38549,38.65850676296124,85.1822201264927,0.0
168,12,B001,2020-04-03 07:45:00,2020-04-03 15:07:53,26573,27.154716587763055,83.3489336155026,58.02750353872964
169,12,B001,2020-04-06 09:30:00,2020-04-06 19:10:57,34857,10.0,92.90377764429333,73.3489336155026
170,12,B001,2020-04-08 09:30:00,2020-04-08 13:42:55,15175,25.87035542822355,91.59970023038274,67.03342221606978
171,12,B001,2020-04-10 08:15:00,2020-04-10 13:49:19,20059,10.0,91.38870189611566,81.59970023038274
172,12,B001,2020-04-13 08:00:00,2020-04-13 13:35:49,20149,37.745769918011334,81.36120295244777,53.64293197810433
173,12,B001,2020-04-14 07:30:00,2020-04-14 21:17:26,49646,32.413829125547174,85.10734932912452,48.947373826900595
174,12,B001,2020-04-15 07:00:00,2020-04-15 18:51:13,42673,10.0,88.62153916536639,75.10734932912452
175,12,B001,2020-04-16 07:15:00,2020-04-16 20:36:09,48069,10.949865857764806,84.28881321551948,77.67167330760158
176,12,B001,2020-04-20 06:45:00,2020-04-20 10:43:06,14286,31.233015468648702,88.46056551178975,53.05579774687078
177,12,B001,2020-04-21 08:15:00,2020-04-21 22:15:00,50400,10.0,91.22408824317816,78.46056551178975
178,12,B001,2020-04-22 08:15:00,2020-04-22 15:46:45,27105,10.0,88.21987500567381,81.22408824317816
179,12,B001,2020-04-23 07:30:00,2020-04-23 14:25:04,24904,26.990887787202915,96.29200488314532,61.2289872184709
180,12,B001,2020-04-27 09:30:00,2020-04-27 12:52:21,12141,12.030171040812409,89.11318092805429,84.26183384233292
181,12,B001,2020-04-28 08:00:00,2020-04-28 21:05:23,47123,18.652237923064497,82.23681624159151,70.46094300498979
182,12,B001,2020-04-30 09:00:00,2020-04-30 22:30:12,48612,21.24466853269995,87.51816117248589,60.992147708891565
183,13,B001,2020-04-01 06:15:00,2020-04-01 15:10:14,32114,24.946656884044412,84.03181798613375,0.0
184,13,B001,2020-04-02 08:30:00,2020-04-02 14:28:02,21482,16.625273167882554,82.80012984381263,67.40654481825119
185,13,B001,2020-04-03 11:30:00,2020-04-03 13:56:28,8788,76.13116956430216,85.92034229903007,6.668960279510472
186,13,B001,2020-04-06 09:30:00,2020-04-06 14:21:45,17505,59.5940786325267,80.00553058889001,26.326263666503365
187,13,B001,2020-04-07 09:15:00,2020-04-07 17:08:48,28428,25.46758641115386,83.43374219842394,54.53794417773615
188,13,B001,2020-04-08 10:45:00,2020-04-08 14:38:43,14023,33.54466672929932,92.75809085724224,49.88907546912462
189,13,B001,2020-04-10 08:30:00,2020-04-10 18:23:57,35637,58.56256241211146,89.37464554225508,34.195528445130776
190,13,B001,2020-04-13 10:15:00,2020-04-13 17:22:53,25673,52.62094276711578,84.77455949743468,36.7537027751393
191,13,B001,2020-04-14 08:30:00,2020-04-14 14:18:35,20915,35.87865073749485,83.75703679931371,48.89590875993983
192,13,B001,2020-04-15 10:15:00,2020-04-15 18:31:56,29816,64.82639733424872,87.96674582136637,18.930639465064985
193,13,B001,2020-04-16 10:30:00,2020-04-16 15:03:04,16384,21.160725547477956,84.90315653132309,66.80602027388842
194,13,B001,2020-04-17 07:45:00,2020-04-17 11:41:40,14200,60.60641332644315,81.18641789318461,24.296743204879938
195,13,B001,2020-04-20 11:00:00,2020-04-20 11:58:00,3480,48.35963522801928,84.96982572832907,32.82678266516533
196,13,B001,2020-04-21 11:30:00,2020-04-21 18:09:05,23945,61.73582701259712,89.10593353365925,23.23399871573195
197,13,B001,2020-04-22 10:15:00,2020-04-22 13:54:20,13160,70.77049998425326,90.53250919307465,18.33543354940599
198,13,B001,2020-04-23 09:00:00,2020-04-23 21:27:10,44830,43.821279120343156,98.24686167691215,46.71123007273149
199,13,B001,2020-04-24 08:30:00,2020-04-24 22:30:00,50400,68.18950870043335,81.36984219183718,30.057352976478796
200,13,B001,2020-04-27 10:00:00,2020-04-27 11:49:53,6593,65.09385090407027,90.66536007507095,16.275991287766914
201,13,B001,2020-04-28 07:15:00,2020-04-28 21:15:00,50400,49.02863843383347,82.76525297052986,41.63672164123748
202,13,B001,2020-04-29 08:45:00,2020-04-29 18:13:54,34134,21.31494644106371,80.50053202639637,61.45030652946615
203,13,B001,2020-04-30 08:00:00,2020-04-30 12:42:00,16920,31.90893214599638,83.14537803284142,48.59159988039999
204,14,B001,2020-04-01 07:00:00,2020-04-01 17:11:40,36700,33.215843563930434,95.34344584269198,0.0
205,14,B001,2020-04-02 08:45:00,2020-04-02 16:00:04,26104,37.2933745238499,90.2462523907647,58.05007131884208
206,14,B001,2020-04-03 09:15:00,2020-04-03 17:54:23,31163,17.597393756949163,88.02314587165975,72.64885863381554
207,14,B001,2020-04-06 09:00:00,2020-04-06 19:31:50,37910,40.14554219490498,83.40755425096764,47.87760367675477
208,14,B001,2020-04-07 07:00:00,2020-04-07 18:09:36,40176,16.394426685881022,84.16172416638307,67.01312756508662
209,14,B001,2020-04-08 09:15:00,2020-04-08 19:01:26,35186,10.0,83.06946584264888,74.16172416638307
210,14,B001,2020-04-09 08:15:00,2020-04-09 18:59:29,38669,21.722625896342453,81.31828335194984,61.34683994630643
211,14,B001,2020-04-10 07:45:00,2020-04-10 17:47:25,36145,34.73756077094339,92.50270052787735,46.580722581006455
212,14,B001,2020-04-13 10:00:00,2020-04-13 12:53:50,10430,16.241379553146327,80.58055972569562,76.26132097473102
213,14,B001,2020-04-14 09:30:00,2020-04-14 13:10:23,13223,22.92112147589343,85.64619273811228,57.65943824980219
214,14,B001,2020-04-15 08:45:00,2020-04-15 18:46:24,36084,37.42849511459569,88.9887203287027,48.217697623516585
215,14,B001,2020-04-16 08:30:00,2020-04-16 13:46:07,18967,28.930953059833907,85.21770630767206,60.05776726886879
216,14,B001,2020-04-17 08:15:00,2020-04-17 13:39:47,19487,22.05088761934115,88.33221987010798,63.166818688330906
217,14,B001,2020-04-20 06:45:00,2020-04-20 17:50:25,39925,47.624375222933466,84.11921756083669,40.70784464717451
218,14,B001,2020-04-21 07:00:00,2020-04-21 13:14:55,22495,14.34821780561886,88.67176868159514,69.77099975521783
219,14,B001,2020-04-22 08:15:00,2020-04-22 12:21:36,14796,10.0,84.04209316050951,78.67176868159514
220,14,B001,2020-04-23 08:30:00,2020-04-23 16:46:07,29767,55.73364237607837,84.13014334342485,28.308450784431137
221,14,B001,2020-04-24 07:45:00,2020-04-24 11:05:55,12055,18.543966658944875,84.78891073995774,65.58617668447997
222,14,B001,2020-04-27 09:00:00,2020-04-27 20:05:29,39929,40.12193568761153,84.45111754003835,44.66697505234621
223,14,B001,2020-04-28 09:30:00,2020-04-28 23:30:00,50400,39.34047439948242,83.87047773729996,45.110643140555936
224,14,B001,2020-04-29 08:45:00,2020-04-29 22:36:05,49865,18.142360295465444,80.90061061555632,65.72811744183451
225,14,B001,2020-04-30 08:45:00,2020-04-30 18:58:30,36810,10.0,86.75566102761897,70.90061061555632
226,15,B001,2020-04-01 10:30:00,2020-04-01 15:46:31,18991,66.51129570908564,81.76850045449481,0.0
227,15,B001,2020-04-02 08:00:00,2020-04-02 10:36:13,9373,21.42103524799311,93.71677656911636,60.3474652065017
228,15,B001,2020-04-03 08:45:00,2020-04-03 13:20:45,16545,40.067742242672445,86.28286169072722,53.64903432644392
229,15,B001,2020-04-07 08:00:00,2020-04-07 12:51:53,17513,40.383179871180886,90.2701215285627,45.89968181954633
230,15,B001,2020-04-08 09:00:00,2020-04-08 11:59:51,10791,43.221375236423206,82.05578885784274,47.04874629213949
231,15,B001,2020-04-09 11:45:00,2020-04-09 16:15:27,16227,50.48126503848754,86.70803088391571,31.5745238193552
232,15,B001,2020-04-10 09:00:00,2020-04-10 15:18:51,22731,48.00227962924568,85.33886896748483,38.705751254670034
233,15,B001,2020-04-13 10:45:00,2020-04-13 13:50:10,11110,48.33739795100234,80.69369267842444,37.00147101648249
234,15,B001,2020-04-16 08:00:00,2020-04-16 12:05:39,14739,67.39566517786704,85.0316390914123,13.298027500557396
